Data,Cliente,Produto,Quantidade,Valor,Desconto,Forma de Pagamento,Nº Vezes,Data Vencimento,Status,Vendedor
2025-06-23,Stephany Araújo,Cooler para CPU,3,181.78,20%,Dinheiro,1,2025-06-23,PAGO,Bianca
2025-07-17,Zoe das Neves,Computador Desktop,3,7874.34,0%,Dinheiro,1,2025-07-17,PAGO,Lavínia
2025-01-09,Raquel Vieira,Fonte 500W,4,1031.87,10%,Boleto,10,2025-11-05,PENDENTE,Zoe
2026-01-07,Lucas Moraes,"Monitor 27""",5,6065.88,20%,Pix,1,2026-01-07,PAGO,Kamilly
2025-12-01,Natália da Cunha,Teclado,5,621.92,5%,Cartão,1,2025-12-01,PENDENTE,Ana Vitória
2025-08-14,Bruno Barros,Gabinete,3,976.92,20%,Boleto,9,2026-01-11,PAGO,Paulo
2025-01-29,Maria Helena Melo,SSD 1TB,4,1853.8,0%,Boleto,2,2025-03-30,PAGO,Murilo
2025-08-17,Rodrigo Silva,Notebook,2,7373.52,0%,Boleto,9,2026-01-14,NÃO PAGO,Valentina
2025-08-02,Heloisa da Mata,SSD 256GB,2,602.74,5%,Dinheiro,1,2025-08-02,PAGO,Ana Julia
2025-02-26,Eloah Leão,Pendrive 32GB,4,144.64,0%,Pix,1,2025-02-26,PAGO,Marcelo
2025-04-11,Vicente Abreu,Processador Intel i7,4,7643.36,5%,Dinheiro,1,2025-04-11,PAGO,Brayan
2025-01-13,João Lucas Garcia,Teclado,5,732.87,10%,Cartão,10,2025-11-09,PENDENTE,Gustavo
2025-01-25,Manuela Macedo,SSD 1TB,1,653.26,20%,Dinheiro,1,2025-01-25,PAGO,Maria Julia
2025-12-04,Theo Cunha,Pendrive 64GB,5,406.65,0%,Cartão,9,2026-02-02,PAGO,Mateus
2025-11-19,Ana Liz Souza,Cooler para CPU,1,102.43,15%,Boleto,11,2026-01-18,PAGO,Nathan
2025-05-13,Cecília Pacheco,SSD 512GB,5,2044.45,5%,Cartão,12,2026-02-07,PENDENTE,Rhavi
2025-09-14,Yuri Freitas,Cabo HDMI,2,97.58,5%,Pix,1,2025-09-14,PAGO,Nina
2025-04-09,João Lucas Ferreira,Impressora,3,2563.43,10%,Dinheiro,1,2025-04-09,PAGO,Isabella
2025-07-20,Bernardo Garcia,SSD 512GB,5,2009.15,0%,Cartão,6,2026-01-16,NÃO PAGO,Francisco
2025-02-25,Marcos Vinicius Viana,HD Externo 1TB,1,262.76,10%,Pix,1,2025-02-25,PAGO,Vicente
2025-10-27,Pedro Lucas Aragão,HD Externo 1TB,2,524.65,10%,Dinheiro,1,2025-10-27,PAGO,Paulo
2025-05-22,Laís Azevedo,Placa de Vídeo GTX,4,5077.58,10%,Pix,1,2025-05-22,PAGO,Ana Clara
2025-06-29,Carolina Sales,Teclado,5,929.29,5%,Boleto,9,2026-01-25,PAGO,Ester
2025-10-27,Apollo Carvalho,Notebook,3,10013.3,10%,Cartão,9,2026-01-25,NÃO PAGO,Nina
2025-09-13,Henrique Lopes,Cooler para CPU,1,120.74,20%,Pix,1,2025-09-13,PAGO,Ana Carolina
2025-12-27,Pedro Miguel Nogueira,Processador Intel i5,1,1496.02,0%,Cartão,6,2026-01-26,NÃO PAGO,João Pedro
2025-10-18,Jade da Rosa,Gabinete,5,2852.0,0%,Pix,1,2025-10-18,PAGO,Laura
2025-08-31,Laís Melo,Fonte 700W,3,1211.13,0%,Cartão,4,2025-12-29,PAGO,Benjamin
2025-05-14,Davi Miguel Lopes,Cooler para CPU,3,346.33,5%,Pix,1,2025-05-14,PAGO,Vitor Hugo
2025-10-08,Vitor Gabriel da Cruz,Fonte 700W,4,2128.36,0%,Dinheiro,1,2025-10-08,PAGO,João Pedro
2025-05-07,Pietro Peixoto,Placa de Vídeo GTX,1,2234.54,0%,Boleto,2,2025-07-06,PENDENTE,Luiz Fernando
2025-09-01,Benjamim da Rosa,Computador Desktop,1,5230.92,10%,Dinheiro,1,2025-09-01,PAGO,Emilly
2025-12-27,Rafaela Silva,Impressora,4,4247.84,0%,Dinheiro,1,2025-12-27,PAGO,Rael
2025-06-10,Isabella Leão,Processador AMD Ryzen 5,4,2492.74,15%,Pix,1,2025-06-10,PAGO,Yasmin
2025-02-02,Letícia Ribeiro,Mouse,4,350.52,0%,Cartão,1,2025-02-02,NÃO PAGO,Otto
2025-08-13,Matteo Albuquerque,Processador AMD Ryzen 5,4,5039.52,0%,Pix,1,2025-08-13,PAGO,Ana Luiza
2025-03-25,Marina da Cunha,Cadeira Gamer,1,843.71,15%,Pix,1,2025-03-25,PAGO,Cecília
2025-07-17,Pietra Rocha,Cabo HDMI,2,66.67,20%,Dinheiro,1,2025-07-17,PAGO,Aurora
2025-10-14,Bruna Casa Grande,Webcam,2,287.91,10%,Boleto,11,2026-01-12,PENDENTE,Paulo
2025-08-22,Apollo Ferreira,Impressora,1,1189.09,0%,Boleto,3,2025-11-20,NÃO PAGO,Ana Carolina
2025-06-21,João Miguel Monteiro,Pendrive 32GB,5,218.19,15%,Boleto,6,2025-12-18,PENDENTE,Joaquim
2025-03-10,Isaque Albuquerque,Notebook,5,15372.8,5%,Dinheiro,1,2025-03-10,PAGO,Jade
2025-04-29,Isadora Lopes,Mesa para Computador,3,1708.25,15%,Dinheiro,1,2025-04-29,PAGO,Sabrina
2025-05-02,Thiago Oliveira,Fonte 500W,1,219.48,15%,Pix,1,2025-05-02,PAGO,Marcela
2025-11-22,Maria Alice Alves,Switch de Rede,5,2465.95,0%,Dinheiro,1,2025-11-22,PAGO,Ana Carolina
2025-01-04,Bárbara Monteiro,Headset,2,697.6,5%,Boleto,4,2025-05-04,PAGO,João
2025-02-05,Apollo Dias,Cabo de Rede,1,25.21,0%,Boleto,9,2025-11-02,PENDENTE,Valentim
2025-07-07,Maria Clara Aragão,Processador AMD Ryzen 7,5,9059.9,0%,Pix,1,2025-07-07,PAGO,Olivia
2025-03-10,Luísa Fonseca,Mesa para Computador,5,3745.85,0%,Boleto,7,2025-10-06,PAGO,José
2025-11-28,Catarina Santos,SSD 512GB,1,426.76,10%,Pix,1,2025-11-28,PAGO,Yan
2025-01-29,Matteo Leão,Pendrive 32GB,3,170.88,0%,Dinheiro,1,2025-01-29,PAGO,Pedro Henrique
2025-07-03,Rael Rocha,HD Externo 1TB,4,1695.2,0%,Boleto,11,2026-01-29,PAGO,Maria Flor
2025-12-27,Joaquim Caldeira,Impressora,5,5612.2,0%,Cartão,7,2026-01-26,NÃO PAGO,Lorenzo
2025-12-12,Vitor Peixoto,SSD 512GB,4,1204.86,20%,Pix,1,2025-12-12,PAGO,Luiz Fernando
2025-10-14,Isaac Pimenta,Mouse,4,205.56,15%,Pix,1,2025-10-14,PAGO,Bruno
2025-03-31,Caroline Vasconcelos,SSD 256GB,3,702.36,0%,Cartão,1,2025-03-31,PAGO,Emanuel
2025-12-02,Davi Silveira,Memória RAM 8GB,1,135.34,20%,Pix,1,2025-12-02,PAGO,Juan
2025-07-06,Luiza Lopes,Pendrive 64GB,5,263.11,10%,Cartão,2,2025-09-04,PAGO,Vicente
2025-08-07,Nicole Porto,Switch de Rede,3,1108.53,0%,Dinheiro,1,2025-08-07,PAGO,Vinícius
2025-01-25,Thomas da Costa,Switch de Rede,2,546.96,0%,Boleto,7,2025-08-23,PAGO,Sophie
2025-02-13,Ana Laura Siqueira,Cabo de Rede,2,41.2,0%,Cartão,3,2025-05-14,PAGO,Camila
2025-09-07,Benjamin Mendes,Mesa para Computador,5,2822.3,0%,Pix,1,2025-09-07,PAGO,Igor
2025-04-23,Lorenzo Azevedo,Computador Desktop,4,12525.76,0%,Cartão,10,2026-01-18,PAGO,José Pedro
2025-01-09,Zoe Câmara,Placa de Vídeo RTX,2,6041.97,10%,Cartão,2,2025-03-10,PENDENTE,Oliver
2025-12-27,Apollo Siqueira,HD Externo 1TB,5,1960.85,0%,Cartão,9,2026-01-26,PAGO,Heitor
2025-09-22,Hadassa Viana,Processador AMD Ryzen 7,5,8109.45,10%,Pix,1,2025-09-22,PAGO,Pedro Lucas
2025-08-24,Davi Miguel Souza,Pendrive 32GB,1,51.4,0%,Pix,1,2025-08-24,PAGO,Eduarda
2025-02-20,João Guilherme da Cruz,Switch de Rede,2,376.18,10%,Pix,1,2025-02-20,PAGO,Hadassa
2025-11-05,Luna Rocha,Cabo de Rede,4,115.56,10%,Pix,1,2025-11-05,PAGO,Sophia
2025-06-24,Nina Gonçalves,Memória RAM 8GB,1,170.5,10%,Dinheiro,1,2025-06-24,PAGO,Ana Vitória
2025-10-16,Benício Novais,Cabo HDMI,3,76.37,20%,Cartão,9,2026-01-14,NÃO PAGO,Benjamin
2025-10-07,Allana Sousa,Roteador Wi-Fi,3,900.89,20%,Pix,1,2025-10-07,PAGO,Otávio
2025-03-01,Luiz Gustavo Alves,Computador Desktop,1,4326.29,15%,Dinheiro,1,2025-03-01,PAGO,Bella
2025-05-29,Pedro Lucas Vieira,Cabo HDMI,2,114.0,20%,Boleto,8,2026-01-24,PENDENTE,Lucca
2025-02-04,Clara Castro,Processador Intel i7,1,1826.35,20%,Dinheiro,1,2025-02-04,PAGO,Beatriz
2025-03-29,Pedro Henrique Duarte,Cooler para CPU,2,309.81,15%,Cartão,1,2025-03-29,NÃO PAGO,Carolina
2025-01-15,Thiago Barros,Memória RAM 8GB,5,798.05,0%,Boleto,4,2025-05-15,PENDENTE,Ravy
2026-01-05,Letícia Marques,Gabinete,1,572.56,0%,Cartão,6,2026-02-04,NÃO PAGO,Cauê
2025-03-27,Arthur Miguel Mendes,Placa de Vídeo GTX,5,11729.08,5%,Cartão,4,2025-07-25,PAGO,Paulo
2025-05-25,Ravi Lucca da Rocha,Processador Intel i7,4,6367.9,20%,Dinheiro,1,2025-05-25,PAGO,Maria
2025-12-01,Arthur Gabriel Pires,Placa-Mãe,3,1526.23,10%,Pix,1,2025-12-01,PAGO,Aurora
2025-04-29,João Gabriel Aragão,Computador Desktop,3,8057.19,0%,Dinheiro,1,2025-04-29,PAGO,Lorena
2025-12-09,Ana Vitória Cardoso,SSD 1TB,3,1540.02,0%,Dinheiro,1,2025-12-09,PAGO,Cecilia
2025-10-21,Rhavi Mendes,SSD 256GB,3,884.55,0%,Dinheiro,1,2025-10-21,PAGO,Miguel
2025-08-21,Sabrina Montenegro,Cadeira Gamer,4,4013.95,20%,Boleto,4,2025-12-19,NÃO PAGO,Cecilia
2025-06-14,Vinicius Cirino,Placa de Vídeo RTX,1,4075.11,0%,Boleto,7,2026-01-10,PAGO,Ravi Lucca
2025-09-13,Ana Liz Pastor,SSD 256GB,4,860.16,0%,Boleto,6,2026-01-11,NÃO PAGO,Alexia
2025-07-06,Ana Clara Fonseca,Placa de Vídeo GTX,5,9949.51,15%,Cartão,5,2025-12-03,PAGO,Isabelly
2025-11-03,Maria Helena Andrade,Cabo de Rede,5,224.0,0%,Boleto,2,2026-01-02,PENDENTE,Ana Sophia
2025-07-23,Isaque Pimenta,Fonte 700W,4,2355.0,0%,Cartão,9,2026-01-19,PENDENTE,Guilherme
2025-11-05,Leandro Rocha,Processador AMD Ryzen 7,4,7416.43,10%,Boleto,4,2026-02-03,PENDENTE,Maria Isis
2025-10-21,Benicio Rocha,Processador Intel i5,2,1636.87,10%,Pix,1,2025-10-21,PAGO,João Vitor
2025-11-20,Luiz Gustavo Leão,Processador AMD Ryzen 7,4,6879.96,0%,Dinheiro,1,2025-11-20,PAGO,Oliver
2025-06-09,Maria Liz Nascimento,Pendrive 64GB,4,318.36,0%,Dinheiro,1,2025-06-09,PAGO,Vinícius
2025-12-19,Stella Rezende,Cadeira Gamer,1,1115.89,20%,Dinheiro,1,2025-12-19,PAGO,Giovanna
2025-01-01,Yuri Santos,Cabo de Rede,2,52.26,20%,Pix,1,2025-01-01,PAGO,Nicole
2025-07-23,Benicio Rodrigues,Cadeira Gamer,5,5036.64,20%,Boleto,12,2026-01-19,NÃO PAGO,Helena
2025-11-16,Maya Mendes,HD Externo 1TB,3,924.96,15%,Dinheiro,1,2025-11-16,PAGO,Vicente
2025-07-12,Lavínia Barros,Cadeira Gamer,5,7012.16,20%,Dinheiro,1,2025-07-12,PAGO,Daniel
2025-01-14,Vitor Gabriel Pastor,Memória RAM 16GB,3,1436.1,0%,Pix,1,2025-01-14,PAGO,Rafaela
2025-08-25,Kaique Sampaio,Processador Intel i7,1,2304.35,0%,Cartão,1,2025-08-25,PAGO,Calebe
2025-01-01,André Câmara,Notebook,2,5938.19,20%,Pix,1,2025-01-01,PAGO,Léo
2025-10-14,Samuel Almeida,Impressora,2,1103.86,20%,Boleto,3,2026-01-12,PENDENTE,Stella
2025-08-14,Lorena Gomes,"Monitor 27""",2,3047.3,0%,Boleto,8,2026-01-11,PAGO,Vitória
2025-09-05,Isabel Machado,SSD 256GB,5,928.96,20%,Boleto,9,2026-02-02,NÃO PAGO,Luara
2025-01-03,Maya Costa,Cabo HDMI,3,171.37,10%,Cartão,2,2025-03-04,NÃO PAGO,Isabella
2025-07-28,João Felipe Castro,Placa-Mãe,2,1302.74,5%,Pix,1,2025-07-28,PAGO,Olivia
2025-07-09,Julia Campos,HD Externo 1TB,3,1014.06,0%,Cartão,9,2026-02-04,PAGO,Davi Luiz
2025-06-10,Bianca da Mata,Processador AMD Ryzen 5,3,3282.09,5%,Boleto,5,2025-11-07,NÃO PAGO,Ana Lívia
2025-04-30,Henry Gabriel da Mota,Switch de Rede,4,1444.32,15%,Cartão,12,2026-01-25,PENDENTE,Maria Isis
2025-07-02,Sarah Freitas,Cadeira Gamer,3,2898.24,0%,Cartão,4,2025-10-30,PAGO,Arthur Miguel
2026-01-02,Aurora Mendonça,Gabinete,3,1381.05,0%,Pix,1,2026-01-02,PAGO,Maria Luísa
2025-02-06,Miguel Marques,"Monitor 27""",1,1559.69,0%,Dinheiro,1,2025-02-06,PAGO,Anna Liz
2025-08-14,Anna Liz Rocha,Fonte 700W,1,361.34,0%,Pix,1,2025-08-14,PAGO,Rebeca
2025-11-13,Lucca Marques,Placa de Vídeo GTX,2,2236.13,15%,Cartão,12,2026-01-12,NÃO PAGO,Henry
2025-09-25,Davi Lucas Ferreira,Mesa para Computador,2,2371.58,0%,Dinheiro,1,2025-09-25,PAGO,Allana
2025-01-29,Raul Pastor,"Monitor 27""",4,7320.44,0%,Boleto,9,2025-10-26,PENDENTE,Kaique
2025-08-08,Maria Isis Pimenta,Processador AMD Ryzen 7,3,5283.41,10%,Cartão,12,2026-02-04,NÃO PAGO,Maria Laura
2025-10-26,Gael Novais,Processador AMD Ryzen 5,5,5989.45,0%,Cartão,8,2026-01-24,PAGO,Caio
2025-10-14,Carolina Silveira,Cadeira Gamer,5,7332.84,20%,Boleto,6,2026-01-12,PENDENTE,Beatriz
2025-01-03,Júlia Duarte,Placa de Vídeo RTX,3,14138.91,0%,Pix,1,2025-01-03,PAGO,Caroline
2025-08-25,Eloá Cassiano,SSD 256GB,3,696.18,0%,Cartão,12,2026-01-22,NÃO PAGO,Giovanna
2025-12-26,Isabela Melo,Impressora,5,2953.45,0%,Dinheiro,1,2025-12-26,PAGO,Heloísa
2025-03-24,Kaique Ramos,Memória RAM 8GB,4,792.78,15%,Boleto,12,2026-01-18,PENDENTE,Milena
2025-07-05,Vicente Garcia,Switch de Rede,4,1894.07,5%,Dinheiro,1,2025-07-05,PAGO,Luiz Henrique
2025-02-11,Brenda Nascimento,Computador Desktop,5,18525.81,5%,Cartão,9,2025-11-08,NÃO PAGO,Leandro
2025-01-07,Luiza Gomes,Pendrive 64GB,5,286.07,15%,Cartão,12,2026-01-02,PENDENTE,Anthony Gabriel
2025-08-29,Hellena Gonçalves,SSD 1TB,1,575.93,15%,Dinheiro,1,2025-08-29,PAGO,Maysa
2025-05-21,Camila Castro,Teclado,4,383.44,0%,Pix,1,2025-05-21,PAGO,Juliana
2025-04-27,Matheus da Rocha,"Monitor 27""",1,1275.76,5%,Boleto,10,2026-01-22,NÃO PAGO,Mateus
2025-11-28,Danilo Rezende,Cabo HDMI,5,267.33,15%,Cartão,6,2026-01-27,PENDENTE,Sofia
2025-12-16,Sarah Campos,Fonte 500W,4,1188.75,5%,Boleto,1,2025-12-16,NÃO PAGO,Isis
2025-03-04,Diogo da Rocha,Pendrive 32GB,4,109.68,0%,Boleto,11,2026-01-28,PAGO,Raul
2025-11-25,Marina Santos,Teclado,5,908.86,10%,Pix,1,2025-11-25,PAGO,Camila
2025-12-11,Asafe Vasconcelos,Memória RAM 16GB,1,324.66,15%,Cartão,6,2026-01-10,PAGO,Luara
2025-12-21,Guilherme Silva,Cabo de Rede,4,64.04,0%,Boleto,7,2026-01-20,PENDENTE,Maria Alice
2025-12-30,Alana Pacheco,Impressora,2,2435.61,15%,Boleto,1,2025-12-30,PENDENTE,Laura
2025-07-16,Yuri Porto,"Monitor 24""",4,2863.76,0%,Boleto,12,2026-01-12,PENDENTE,Eduardo
2025-06-14,Renan Costela,Impressora,2,1592.2,0%,Boleto,3,2025-09-12,NÃO PAGO,Olívia
2025-04-17,Eduardo Moraes,Processador Intel i7,4,8248.44,0%,Cartão,4,2025-08-15,PAGO,Danilo
2025-08-17,Maria Luiza Rocha,Computador Desktop,1,4472.99,5%,Dinheiro,1,2025-08-17,PAGO,Letícia
2025-01-22,Nathan da Luz,HD Externo 1TB,4,1448.14,10%,Cartão,11,2025-12-18,NÃO PAGO,Davi Lucca
2025-08-20,João Gabriel das Neves,Placa de Vídeo GTX,1,1783.41,0%,Pix,1,2025-08-20,PAGO,Ana Lívia
2025-09-30,Caio da Mata,Impressora,5,2395.8,20%,Pix,1,2025-09-30,PAGO,Maria Liz
2025-08-26,Maria Eduarda Pinto,Cadeira Gamer,2,2849.16,5%,Cartão,6,2026-01-23,NÃO PAGO,Thiago
2025-05-01,Fernanda Melo,Processador AMD Ryzen 7,5,7091.0,15%,Pix,1,2025-05-01,PAGO,Brayan
2025-09-30,Ísis Albuquerque,Gabinete,2,587.01,15%,Boleto,12,2026-01-28,NÃO PAGO,Dom
2025-07-19,Aylla Albuquerque,Impressora,5,4796.0,0%,Pix,1,2025-07-19,PAGO,Daniel
2025-10-02,Isadora Guerra,Webcam,5,2070.54,10%,Boleto,9,2026-01-30,NÃO PAGO,Erick
2025-03-03,Maria Helena Lima,Processador Intel i7,3,4473.5,5%,Cartão,2,2025-05-02,PAGO,Luana
2025-04-24,Theodoro da Paz,Roteador Wi-Fi,3,1129.88,5%,Dinheiro,1,2025-04-24,PAGO,Marcela
2025-02-23,Isabel Freitas,Cadeira Gamer,4,3334.6,0%,Dinheiro,1,2025-02-23,PAGO,Henry Gabriel
2025-08-05,Maria Flor Nogueira,Processador Intel i5,1,1018.32,0%,Pix,1,2025-08-05,PAGO,Helena
2025-12-25,Theodoro das Neves,Pendrive 64GB,5,220.02,5%,Dinheiro,1,2025-12-25,PAGO,Agatha
2025-08-24,Ana Júlia Rezende,Gabinete,2,618.5,0%,Pix,1,2025-08-24,PAGO,Isabelly
2025-12-31,Nathan Nogueira,"Monitor 27""",2,3835.68,0%,Boleto,8,2026-01-30,NÃO PAGO,Larissa
2025-04-05,Maysa Campos,Teclado,2,212.22,0%,Dinheiro,1,2025-04-05,PAGO,Heloísa
2025-10-15,Ísis das Neves,Cooler para CPU,5,553.5,10%,Cartão,10,2026-01-13,PAGO,Maria Luísa
2025-03-09,Anna Liz Garcia,Computador Desktop,3,9068.33,10%,Boleto,7,2025-10-05,PAGO,Vitória
2025-09-22,Enzo Rocha,Cabo de Rede,3,104.42,20%,Dinheiro,1,2025-09-22,PAGO,Pedro
2025-04-01,Léo Cavalcanti,Placa de Vídeo GTX,5,10920.45,0%,Dinheiro,1,2025-04-01,PAGO,Lunna
2025-04-20,Emanuelly Martins,SSD 512GB,1,451.02,5%,Pix,1,2025-04-20,PAGO,Rhavi
2025-02-12,Maria Julia Viana,"Monitor 27""",4,3655.96,0%,Pix,1,2025-02-12,PAGO,Juliana
2025-05-22,Ana Vitória Novais,SSD 1TB,5,3852.3,0%,Cartão,8,2026-01-17,PAGO,Laís
2025-12-19,Maria Cecília Barbosa,Placa-Mãe,4,3501.57,20%,Pix,1,2025-12-19,PAGO,Marcelo
2025-07-28,Ana Liz Lopes,Webcam,1,378.44,0%,Pix,1,2025-07-28,PAGO,Allana
2025-11-03,Ana Lívia Teixeira,SSD 1TB,4,3560.36,0%,Dinheiro,1,2025-11-03,PAGO,Joaquim
2025-03-26,Juan Pimenta,Cadeira Gamer,4,3361.92,0%,Boleto,9,2025-12-21,PAGO,Isadora
2025-11-24,João Lucas Jesus,"Monitor 27""",3,3571.85,5%,Boleto,3,2026-01-23,NÃO PAGO,Lunna
2025-12-11,Cauê Cardoso,Teclado,5,865.78,5%,Boleto,5,2026-01-10,NÃO PAGO,Letícia
2025-05-15,Davi Lucas da Costa,Processador AMD Ryzen 7,5,7597.5,0%,Cartão,6,2025-11-11,NÃO PAGO,Antonella
2025-05-23,Pedro Miguel Cirino,Computador Desktop,1,2588.88,10%,Boleto,2,2025-07-22,NÃO PAGO,Levi
2025-05-09,Zoe da Mota,Cabo de Rede,3,84.48,0%,Cartão,1,2025-05-09,NÃO PAGO,Augusto
2025-10-24,Murilo da Rosa,Fonte 500W,2,368.42,20%,Boleto,1,2025-10-24,NÃO PAGO,Luísa
2025-04-11,Calebe Ribeiro,Mesa para Computador,1,954.7,5%,Dinheiro,1,2025-04-11,PAGO,Lorenzo
2025-09-05,Léo Vargas,Cabo de Rede,5,238.65,0%,Cartão,10,2026-02-02,NÃO PAGO,Emanuel
2025-10-22,Miguel Vasconcelos,Headset,4,336.5,15%,Boleto,1,2025-10-22,PENDENTE,Pedro Lucas
2025-07-15,Jade Nunes,Roteador Wi-Fi,1,244.31,0%,Pix,1,2025-07-15,PAGO,Isabelly
2025-03-14,Bianca Melo,Placa de Vídeo GTX,3,3818.39,10%,Dinheiro,1,2025-03-14,PAGO,Cauê
2025-10-25,Benjamim Lima,Mouse,4,398.76,0%,Dinheiro,1,2025-10-25,PAGO,Zoe
2026-01-06,Jade Carvalho,Placa de Vídeo RTX,4,17457.44,0%,Dinheiro,1,2026-01-06,PAGO,Agatha
2025-11-12,Luiz Felipe Siqueira,"Monitor 27""",3,4387.1,15%,Boleto,6,2026-01-11,NÃO PAGO,Maria Luísa
2025-06-20,Renan Fogaça,Cadeira Gamer,4,7799.36,0%,Cartão,5,2025-11-17,PENDENTE,Gabriel
2025-01-29,José Pedro da Luz,"Monitor 24""",4,2926.56,0%,Cartão,6,2025-07-28,PAGO,Maria Liz
2025-02-23,Lorena Lima,Cabo HDMI,3,150.78,0%,Boleto,1,2025-02-23,PAGO,Melissa
2025-08-21,Maria Flor Castro,Memória RAM 8GB,4,991.0,0%,Cartão,5,2026-01-18,NÃO PAGO,Vinícius
2025-03-14,Eduarda Pastor,Roteador Wi-Fi,5,592.2,10%,Boleto,12,2026-02-07,PAGO,Henry
2025-08-03,Isis Siqueira,Cooler para CPU,5,312.7,0%,Dinheiro,1,2025-08-03,PAGO,Heloisa
2025-04-29,Yan Câmara,Cabo de Rede,1,17.6,20%,Dinheiro,1,2025-04-29,PAGO,Yago
2025-12-22,Luiz Miguel Casa Grande,SSD 512GB,3,1700.76,0%,Boleto,5,2026-01-21,NÃO PAGO,Maria Fernanda
2025-01-31,Leonardo Peixoto,Fonte 700W,5,2435.6,0%,Dinheiro,1,2025-01-31,PAGO,Ravi
2025-10-21,Rodrigo da Luz,Processador Intel i7,5,11167.5,0%,Cartão,6,2026-01-19,PAGO,Yan
2025-11-17,Ana Vitória Almeida,SSD 256GB,4,1006.88,0%,Dinheiro,1,2025-11-17,PAGO,Joaquim
2025-08-19,Thomas Pimenta,Cadeira Gamer,1,1403.67,0%,Dinheiro,1,2025-08-19,PAGO,João Guilherme
2025-05-22,Isabelly Sousa,Processador AMD Ryzen 7,3,4067.66,20%,Dinheiro,1,2025-05-22,PAGO,Thiago
2025-03-28,Luiz Fernando Rocha,Teclado,1,258.5,0%,Cartão,2,2025-05-27,PAGO,Ian
2025-04-30,Laura Santos,Cabo de Rede,3,67.19,15%,Boleto,10,2026-01-25,NÃO PAGO,André
2025-09-09,Diego da Mota,Pendrive 64GB,2,75.58,20%,Boleto,6,2026-02-06,PAGO,Evelyn
2025-06-18,Helena Castro,Pendrive 32GB,5,170.8,0%,Pix,1,2025-06-18,PAGO,Arthur
2025-09-05,Carlos Eduardo Rezende,Switch de Rede,2,775.08,0%,Boleto,5,2026-02-02,PAGO,Maria Luiza
2025-08-17,Bella Sá,Cabo de Rede,2,86.54,0%,Pix,1,2025-08-17,PAGO,Vitor Gabriel
2025-06-05,Enrico Pacheco,SSD 512GB,2,970.92,0%,Dinheiro,1,2025-06-05,PAGO,Pedro Henrique
2025-04-28,Antonella Mendonça,Placa de Vídeo RTX,2,8202.38,10%,Cartão,1,2025-04-28,PAGO,Larissa
2025-01-21,Isis Ramos,Webcam,1,212.1,10%,Boleto,6,2025-07-20,NÃO PAGO,Julia
2025-02-20,Ana Cecília Marques,Placa de Vídeo GTX,2,4869.3,0%,Dinheiro,1,2025-02-20,PAGO,Hellena
2025-03-03,Maria Gomes,Fonte 700W,3,1458.59,10%,Pix,1,2025-03-03,PAGO,Erick
2025-07-21,Augusto Nogueira,Processador AMD Ryzen 7,1,1615.72,0%,Cartão,8,2026-01-17,NÃO PAGO,Clarice
2025-08-28,Levi Barros,Roteador Wi-Fi,2,527.74,20%,Pix,1,2025-08-28,PAGO,Levi
2025-08-29,Davi Lucca Carvalho,Cabo HDMI,3,230.79,0%,Pix,1,2025-08-29,PAGO,Ravi
2025-09-08,Gustavo Henrique Costa,HD Externo 1TB,1,302.99,20%,Pix,1,2025-09-08,PAGO,Ana Cecília
2025-05-13,Danilo Fonseca,Fonte 700W,1,443.09,20%,Pix,1,2025-05-13,PAGO,Nathan
2025-11-28,Bento Castro,Mouse,3,317.52,0%,Pix,1,2025-11-28,PAGO,Cauê
2025-10-07,João Pedro da Rosa,Memória RAM 16GB,2,467.02,20%,Dinheiro,1,2025-10-07,PAGO,Ana Laura
2025-06-03,Jade Vieira,Placa de Vídeo RTX,4,17516.92,0%,Dinheiro,1,2025-06-03,PAGO,Aylla
2025-11-24,Raquel Cirino,Pendrive 32GB,1,31.9,0%,Cartão,10,2026-01-23,NÃO PAGO,Emanuella
2025-05-19,Sophia da Mota,Mesa para Computador,1,277.14,20%,Dinheiro,1,2025-05-19,PAGO,Dom
2025-05-10,Fernanda Castro,Processador AMD Ryzen 7,1,1427.65,5%,Dinheiro,1,2025-05-10,PAGO,Maria Luísa
2025-06-16,Anthony Gabriel Souza,"Monitor 24""",3,2758.74,15%,Boleto,6,2025-12-13,NÃO PAGO,Vinicius
2025-01-14,Kamilly das Neves,Notebook,3,9617.88,0%,Boleto,12,2026-01-09,NÃO PAGO,Kamilly
2025-05-22,Theodoro Teixeira,Headset,4,697.92,0%,Dinheiro,1,2025-05-22,PAGO,Sophie
2025-05-19,Bento Aparecida,Switch de Rede,5,1060.12,15%,Cartão,10,2026-01-14,PENDENTE,Joaquim
2025-07-19,Maria Laura Duarte,Teclado,4,993.8,0%,Pix,1,2025-07-19,PAGO,Cecília
2025-11-05,Gabriela da Rosa,Impressora,3,2622.48,0%,Boleto,4,2026-02-03,PENDENTE,Catarina
2025-10-31,Alana Montenegro,SSD 1TB,1,455.41,20%,Cartão,7,2026-01-29,PAGO,Juan
2025-06-06,Diego Pinto,Cooler para CPU,4,540.22,20%,Dinheiro,1,2025-06-06,PAGO,Léo
2025-12-12,Pedro Miguel Brito,Memória RAM 8GB,2,337.28,20%,Dinheiro,1,2025-12-12,PAGO,Anthony Gabriel
2025-09-15,Davi Lucas Monteiro,Fonte 700W,5,2168.39,15%,Dinheiro,1,2025-09-15,PAGO,Beatriz
